state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,8,NA,On-drain/canal,Owned by individual farmer,2.387,Scheduled-tribe,Female,Up to 2013-2014,22000,33000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,1.2,0,1.2,0,0,1.2,0,1.2,0,0,1.2,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,RAMGADH,10,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,During 2014-2015,50000,17000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0.32,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,RAMGADH,14,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,During 2015-2016,50000,15000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0.2,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,KUSHALGARH,SAREL,3,NA,Others,Others,NA,NA,NA,Up to 2013-2014,0,49000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,90,0,0,NA,6,NA,NA,Yes,NA,NA,No,3,0,3,0,0,3,0,3,0,0,3,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,KUSHALGARH,UNDWA,1,NA,Others,Others,NA,NA,NA,During 2017-2018,0,48000,0,NA,NA,0,48000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,90,0,0,NA,6,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,KUSHALGARH,SAREL,2,NA,Others,Others,NA,NA,NA,Up to 2013-2014,0,51000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,90,0,0,NA,6,NA,NA,Yes,NA,NA,No,3,0,3,0,0,3,0,3,0,0,3,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,KUSHALGARH,PAATI,8,NA,Others,Others,NA,NA,NA,Up to 2013-2014,0,55000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,7,0,120,0,0,NA,8,NA,NA,Yes,NA,NA,No,30,0,30,0,0,30,0,30,0,0,30,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,LODHAGARIYA,1,NA,On-drain/canal,Owned by individual farmer,0.5,OBC,Male,Up to 2013-2014,0,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,3,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0.4,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,BOORIYA,5,NA,On-drain/canal,Owned by individual farmer,2.4,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Own savings,NA,0,1800,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,7,0,0,NA,4,NA,NA,Yes,NA,NA,No,2,0,2,0,0,2,0,2,0,0,2,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,LODHAGARIYA,2,NA,On-drain/canal,Owned by individual farmer,0.5,Scheduled-tribe,Male,Up to 2013-2014,0,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,3,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0.3,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,LODHAGARIYA,3,NA,On-drain/canal,Owned by individual farmer,0.5,OBC,Male,Up to 2013-2014,0,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,3,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0.3,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,BOORIYA,1,NA,On-drain/canal,Owned by individual farmer,1.75,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Money lender,NA,0,2000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,7,0,0,NA,4,NA,NA,Yes,NA,NA,No,0.75,0,0.75,0,0,0.75,0,0.75,0,0,0.75,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,LODHAGARIYA,5,NA,On-drain/canal,Owned by individual farmer,0.5,Scheduled-tribe,Male,Up to 2013-2014,0,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,3,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0.2,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,2,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,24000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,11,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,18000,29000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,1.2,0,1.2,0,0,1.2,0,1.2,0,0,1.2,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,BOORIYA,2,NA,On-drain/canal,Owned by individual farmer,3.25,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Money lender,NA,0,1500,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,8,0,0,NA,5,NA,NA,Yes,NA,NA,No,2.5,0,2.5,0,0,2.5,0,2.5,0,0,2.5,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,LODHAGARIYA,4,NA,On-drain/canal,Owned by individual farmer,0.5,OBC,Male,Up to 2013-2014,0,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,3,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0.2,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,LODHAGARIYA,6,NA,On-drain/canal,Owned by individual farmer,0.5,OBC,Male,Up to 2013-2014,0,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,3,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0.3,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,LODHAGARIYA,7,NA,On-drain/canal,Owned by individual farmer,0.5,Scheduled-tribe,Male,Up to 2013-2014,0,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,3,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0.3,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,2,NA,On-River,Owned by individual farmer,1.586,Scheduled-tribe,Male,Up to 2013-2014,30000,32000,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0.8,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,3,NA,On-River,Owned by individual farmer,1.2,Scheduled-tribe,Male,Up to 2013-2014,25000,33000,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0.8,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,5,NA,On-River,Owned by individual farmer,1.165,Scheduled-tribe,Male,Up to 2013-2014,20000,30000,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0.8,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,1,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,31000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1.6,0,1.6,0,0,1.6,0,1.6,0,0,1.6,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,JESS,1,NA,On-drain/canal,Owned by individual farmer,1,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Own savings,NA,0,2000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,6,0,7,0,0,NA,5,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,JESS,2,NA,On-drain/canal,Owned by individual farmer,0.75,Scheduled-tribe,Male,Up to 2013-2014,0,27000,0,Own savings,NA,0,1500,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,5,0,0,NA,6,NA,NA,Yes,NA,NA,No,0.75,0,0.75,0,0,0.75,0,0.75,0,0,0.75,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,8,NA,On-River,Owned by individual farmer,0.8,Scheduled-tribe,Male,Up to 2013-2014,20000,30000,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,3,0,2,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0.4,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,9,NA,On-River,Owned by individual farmer,0.8,Scheduled-tribe,Male,Up to 2013-2014,25000,30000,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,3,0,2,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0.4,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,10,NA,On-River,Owned by individual farmer,0.8,Scheduled-tribe,Male,Up to 2013-2014,25000,31000,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,3,0,2,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0.4,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,11,NA,On-River,Owned by individual farmer,0.8,Scheduled-tribe,Male,Up to 2013-2014,24000,31000,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,3,0,2,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0.4,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ANAND PURI,MENAPADAR,12,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,22000,32000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,1.2,0,1.2,0,0,1.2,0,1.2,0,0,1.2,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,3,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,32000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,4,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,32000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,5,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,22000,33000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,6,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,22000,31000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1.6,0,1.6,0,0,1.6,0,1.6,0,0,1.6,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,7,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,9,NA,On-River,Owned by individual farmer,2.4,Scheduled-tribe,Male,Up to 2013-2014,20000,32000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,10,NA,On-River,Owned by individual farmer,3.051,Scheduled-tribe,Male,Up to 2013-2014,20000,32000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1.4,0,1.4,0,0,1.4,0,1.4,0,0,1.4,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,14,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,18000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0.6,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,15,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,18000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0.6,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,8,NA,On-River,Owned by individual farmer,2.34,Scheduled-tribe,Male,Up to 2013-2014,20000,32000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,11,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,31000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,3,0,5,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0.8,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,16,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,18000,31000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,JESS,3,NA,On-drain/canal,Owned by individual farmer,0.25,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Own savings,NA,0,2000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,7,0,6,0,0,NA,7,NA,NA,Yes,NA,NA,No,0.25,0,0.25,0,0,0.25,0,0.25,0,0,0.25,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,JESS,4,NA,On-drain/canal,Owned by individual farmer,2,Scheduled-tribe,Male,Up to 2013-2014,0,29000,0,Own savings,NA,0,2000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,8,0,0,NA,5,NA,NA,Yes,NA,NA,No,2,0,2,0,0,2,0,2,0,0,2,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,JESS,5,NA,On-drain/canal,Owned by individual farmer,1,Scheduled-tribe,Male,Up to 2013-2014,0,29000,0,Own savings,NA,0,2500,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,7,0,9,0,0,NA,6,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA KATARA,12,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,3,0,2,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,18,NA,On-drain/canal,Owned by individual farmer,1.732,Scheduled-tribe,Female,Up to 2013-2014,19000,30000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0.6,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,JESS,6,NA,On-drain/canal,Owned by individual farmer,1,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Own savings,NA,0,2600,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,7,0,11,0,0,NA,7,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,19,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,19000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,JESS,7,NA,On-drain/canal,Owned by individual farmer,2,Scheduled-tribe,Male,Up to 2013-2014,0,27000,0,Own savings,NA,0,2500,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,5,0,0,NA,8,NA,NA,Yes,NA,NA,No,2,0,2,0,0,2,0,2,0,0,2,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,PLASVANI,1,NA,On-drain/canal,Owned by individual farmer,1.75,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Own savings,NA,0,2000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,6,0,5,0,0,NA,4,NA,NA,Yes,NA,NA,No,1.75,0,1.75,0,0,1.75,0,1.75,0,0,1.75,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,PLASVANI,2,NA,On-drain/canal,Owned by individual farmer,1.25,Scheduled-tribe,Male,Up to 2013-2014,0,28000,0,Own savings,NA,0,1500,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,7,0,4,0,0,NA,5,NA,NA,Yes,NA,NA,No,1.25,0,1.25,0,0,1.25,0,1.25,0,0,1.25,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,20,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,2,NA,NA,Yes,NA,NA,No,0.7,0,0.7,0,0,0.7,0,0.7,0,0,0.7,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,21,NA,On-drain/canal,Owned by individual farmer,1.683,Scheduled-tribe,Female,Up to 2013-2014,20000,31000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,22,NA,On-drain/canal,Owned by individual farmer,4.807,Scheduled-tribe,Female,Up to 2013-2014,20000,31000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA DINDOR,3,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,50000,32000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,1,0,1,0,0,1,0,1,0,0,1,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA DINDOR,4,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,50000,32000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,1.6,0,1.6,0,0,1.6,0,1.6,0,0,1.6,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,MEDIYA DINDOR,5,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,50000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,3,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0.8,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,25,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,22000,31000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,2,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,27,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,18000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,2,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0.8,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,30,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,18000,31000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,2,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,BANSWARA,ABAPURA,NAWAKHEDA,28,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,20000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,2,0,0,NA,3,NA,NA,Yes,NA,NA,No,0.7,0,0.7,0,0,0.7,0,0.7,0,0,0.7,No,NA,NA,NA,NA,1,NA,NA
